"itemsTagged","street","rubbishType","day","city","state","lat","long","date","time","is_litter"
1,"Broadway St","paper","Wed","Redwood City","CA","37.4864672","-122.2299681",2020-02-12,2020-02-12 20:19:11,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48647553","-122.2299664",2020-02-12,2020-02-12 20:19:08,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48646903","-122.2299548",2020-02-12,2020-02-12 20:18:31,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48648243","-122.2299171",2020-02-12,2020-02-12 20:18:23,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48648904","-122.2299383",2020-02-12,2020-02-12 20:18:05,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48657988","-122.2300349",2020-02-12,2020-02-12 20:17:25,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48656312","-122.230006",2020-02-12,2020-02-12 20:17:13,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48662104","-122.2298522",2020-02-12,2020-02-12 20:16:29,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4866289","-122.2300336",2020-02-12,2020-02-12 20:15:18,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48667046","-122.2300468",2020-02-12,2020-02-12 20:15:15,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48673719","-122.2300771",2020-02-12,2020-02-12 20:15:03,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48667849","-122.2301823",2020-02-12,2020-02-12 20:14:11,1
1,"Hamilton St","unknown","Wed","Redwood City","CA","37.48667866","-122.2301414",2020-02-12,2020-02-12 20:14:08,1
1,"Hamilton St","tobacco","Wed","Redwood City","CA","37.48665727","-122.2301273",2020-02-12,2020-02-12 20:14:01,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48665636","-122.2301826",2020-02-12,2020-02-12 20:13:55,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48667323","-122.2302276",2020-02-12,2020-02-12 20:13:48,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48668368","-122.2302033",2020-02-12,2020-02-12 20:13:45,1
1,"Hamilton St","plastic","Wed","Redwood City","CA","37.48673906","-122.2301705",2020-02-12,2020-02-12 20:13:38,1
1,"Hamilton St","paper","Wed","Redwood City","CA","37.48674883","-122.2301574",2020-02-12,2020-02-12 20:13:34,1
1,"Hamilton St","plastic","Wed","Redwood City","CA","37.48675219","-122.2301294",2020-02-12,2020-02-12 20:13:31,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48676522","-122.2301147",2020-02-12,2020-02-12 20:13:27,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48677491","-122.2301186",2020-02-12,2020-02-12 20:13:25,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48681092","-122.2300608",2020-02-12,2020-02-12 20:13:19,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48682549","-122.2300484",2020-02-12,2020-02-12 20:13:13,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48688871","-122.2300548",2020-02-12,2020-02-12 20:13:00,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48691144","-122.2300708",2020-02-12,2020-02-12 20:12:58,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48695092","-122.2300745",2020-02-12,2020-02-12 20:12:55,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48700955","-122.2300554",2020-02-12,2020-02-12 20:12:46,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48702288","-122.2300858",2020-02-12,2020-02-12 20:12:41,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48702908","-122.2300878",2020-02-12,2020-02-12 20:12:38,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48712943","-122.230153",2020-02-12,2020-02-12 20:12:27,1
1,"Hamilton St","paper","Wed","Redwood City","CA","37.48715069","-122.2301673",2020-02-12,2020-02-12 20:12:24,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48719895","-122.2300899",2020-02-12,2020-02-12 20:12:15,1
1,"Hamilton St","paper","Wed","Redwood City","CA","37.48722671","-122.2301092",2020-02-12,2020-02-12 20:12:10,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48735199","-122.2301051",2020-02-12,2020-02-12 20:11:57,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48709839","-122.2291258",2020-02-12,2020-02-12 20:10:26,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48714088","-122.2291133",2020-02-12,2020-02-12 20:10:24,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48720729","-122.2291599",2020-02-12,2020-02-12 20:10:14,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.4871915","-122.2291787",2020-02-12,2020-02-12 20:10:14,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48720231","-122.2291554",2020-02-12,2020-02-12 20:10:10,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48705541","-122.2291998",2020-02-12,2020-02-12 20:10:09,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48703959","-122.2291857",2020-02-12,2020-02-12 20:10:06,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48699393","-122.229165",2020-02-12,2020-02-12 20:09:32,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48697617","-122.2291741",2020-02-12,2020-02-12 20:09:25,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48697483","-122.2291752",2020-02-12,2020-02-12 20:09:23,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48696481","-122.2292023",2020-02-12,2020-02-12 20:09:22,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48695402","-122.2292122",2020-02-12,2020-02-12 20:09:20,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48692331","-122.2292184",2020-02-12,2020-02-12 20:09:10,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4869103","-122.2292445",2020-02-12,2020-02-12 20:09:04,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48686384","-122.2292187",2020-02-12,2020-02-12 20:08:46,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48685786","-122.229213",2020-02-12,2020-02-12 20:08:43,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48684436","-122.2292059",2020-02-12,2020-02-12 20:08:40,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48677107","-122.2291999",2020-02-12,2020-02-12 20:08:30,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48677557","-122.2291862",2020-02-12,2020-02-12 20:08:27,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48677728","-122.2291713",2020-02-12,2020-02-12 20:08:24,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48677899","-122.2291562",2020-02-12,2020-02-12 20:08:22,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48675531","-122.2291415",2020-02-12,2020-02-12 20:08:16,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48673707","-122.2291852",2020-02-12,2020-02-12 20:08:09,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48670657","-122.2291892",2020-02-12,2020-02-12 20:08:02,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48669998","-122.2291718",2020-02-12,2020-02-12 20:07:59,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48669657","-122.2291464",2020-02-12,2020-02-12 20:07:54,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48664258","-122.229205",2020-02-12,2020-02-12 20:07:43,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48664157","-122.2292116",2020-02-12,2020-02-12 20:07:39,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.4866388","-122.2292098",2020-02-12,2020-02-12 20:07:37,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48664209","-122.2292087",2020-02-12,2020-02-12 20:07:36,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48658284","-122.2292053",2020-02-12,2020-02-12 20:07:23,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48658384","-122.2292031",2020-02-12,2020-02-12 20:07:21,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48658658","-122.2292162",2020-02-12,2020-02-12 20:07:19,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48657749","-122.2291936",2020-02-12,2020-02-12 20:07:16,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.4865386","-122.2291343",2020-02-12,2020-02-12 20:07:07,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.4865292","-122.2290962",2020-02-12,2020-02-12 20:07:00,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48654506","-122.2290765",2020-02-12,2020-02-12 20:06:58,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48653386","-122.2289367",2020-02-12,2020-02-12 20:06:39,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48653871","-122.2289508",2020-02-12,2020-02-12 20:06:34,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.4865415","-122.2289934",2020-02-12,2020-02-12 20:06:29,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48654986","-122.229024",2020-02-12,2020-02-12 20:06:25,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865315","-122.2290105",2020-02-12,2020-02-12 20:06:22,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48651495","-122.2290464",2020-02-12,2020-02-12 20:06:19,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48652759","-122.2290659",2020-02-12,2020-02-12 20:06:14,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48651632","-122.2289974",2020-02-12,2020-02-12 20:06:13,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865059","-122.2289503",2020-02-12,2020-02-12 20:06:05,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48651132","-122.2289127",2020-02-12,2020-02-12 20:05:53,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48650121","-122.2289246",2020-02-12,2020-02-12 20:05:44,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48651692","-122.2288323",2020-02-12,2020-02-12 20:05:36,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48650089","-122.2288664",2020-02-12,2020-02-12 20:05:31,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48648842","-122.2288799",2020-02-12,2020-02-12 20:05:29,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48651072","-122.2289485",2020-02-12,2020-02-12 20:05:25,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48653333","-122.2288688",2020-02-12,2020-02-12 20:05:09,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48652958","-122.2288691",2020-02-12,2020-02-12 20:05:07,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48652376","-122.2287805",2020-02-12,2020-02-12 20:05:02,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48649531","-122.2287067",2020-02-12,2020-02-12 20:04:46,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48649891","-122.2285341",2020-02-12,2020-02-12 20:04:32,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48648863","-122.2285346",2020-02-12,2020-02-12 20:04:24,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48647755","-122.2286459",2020-02-12,2020-02-12 20:04:11,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48649822","-122.2286438",2020-02-12,2020-02-12 20:04:07,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48650303","-122.228656",2020-02-12,2020-02-12 20:04:05,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48650378","-122.2286693",2020-02-12,2020-02-12 20:04:02,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48650032","-122.2288014",2020-02-12,2020-02-12 20:03:49,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865013","-122.228801",2020-02-12,2020-02-12 20:03:42,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48652764","-122.2289316",2020-02-12,2020-02-12 20:03:23,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48650832","-122.2290652",2020-02-12,2020-02-12 20:03:02,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48651313","-122.2288512",2020-02-12,2020-02-12 20:02:43,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48652194","-122.2288288",2020-02-12,2020-02-12 20:02:40,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48651463","-122.2288149",2020-02-12,2020-02-12 20:02:39,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48649157","-122.2287124",2020-02-12,2020-02-12 20:02:31,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48653447","-122.2285915",2020-02-12,2020-02-12 20:02:20,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48651652","-122.2285371",2020-02-12,2020-02-12 20:02:17,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48652846","-122.2284149",2020-02-12,2020-02-12 20:02:05,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48651831","-122.2283171",2020-02-12,2020-02-12 20:01:49,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48651831","-122.2283171",2020-02-12,2020-02-12 20:01:48,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48652665","-122.2283094",2020-02-12,2020-02-12 20:01:44,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48655591","-122.2282792",2020-02-12,2020-02-12 20:01:37,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48653328","-122.2283507",2020-02-12,2020-02-12 20:01:18,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48654257","-122.2283437",2020-02-12,2020-02-12 20:01:14,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48655081","-122.228346",2020-02-12,2020-02-12 20:01:11,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48654639","-122.2283758",2020-02-12,2020-02-12 20:01:06,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48654784","-122.2283468",2020-02-12,2020-02-12 20:01:03,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48653897","-122.2284723",2020-02-12,2020-02-12 20:00:51,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48639313","-122.2289315",2020-02-12,2020-02-12 19:59:30,1
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA","37.48638118","-122.2290776",2020-02-12,2020-02-12 19:59:16,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48645836","-122.2290849",2020-02-12,2020-02-12 19:58:34,1
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA","37.48703957","-122.2291798",2020-02-12,2020-02-12 19:52:22,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48654851","-122.2295687",2020-02-12,2020-02-12 19:52:21,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48703957","-122.2291798",2020-02-12,2020-02-12 19:52:05,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48651172","-122.2294713",2020-02-12,2020-02-12 19:52:04,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48651507","-122.2293602",2020-02-12,2020-02-12 19:51:52,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.4865767","-122.2292613",2020-02-12,2020-02-12 19:51:34,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48718245","-122.2292209",2020-02-12,2020-02-12 19:51:27,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48660288","-122.2292024",2020-02-12,2020-02-12 19:51:26,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48703399","-122.2292226",2020-02-12,2020-02-12 19:50:42,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48720486","-122.2292155",2020-02-12,2020-02-12 19:50:12,1
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA","37.48703957","-122.2291798",2020-02-12,2020-02-12 19:49:41,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48674637","-122.229148",2020-02-12,2020-02-12 19:49:10,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48657444","-122.2291857",2020-02-12,2020-02-12 19:48:44,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48655811","-122.2292202",2020-02-12,2020-02-12 19:48:37,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48646303","-122.2292368",2020-02-12,2020-02-12 19:48:18,1
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA","37.48608988","-122.2292157",2020-02-12,2020-02-12 19:47:40,1
1,"Middlefield Rd","food","Wed","Redwood City","CA","37.48593717","-122.2292746",2020-02-12,2020-02-12 19:47:25,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48589438","-122.2292474",2020-02-12,2020-02-12 19:47:14,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48585503","-122.2292507",2020-02-12,2020-02-12 19:47:06,1
1,"Middlefield Rd","paper","Wed","Redwood City","CA","37.48582121","-122.2292218",2020-02-12,2020-02-12 19:47:00,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.4857834","-122.22923",2020-02-12,2020-02-12 19:46:52,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48577879","-122.2292117",2020-02-12,2020-02-12 19:46:51,1
1,"Middlefield Rd","unknown","Wed","Redwood City","CA","37.48577136","-122.2291813",2020-02-12,2020-02-12 19:46:34,1
1,"Middlefield Rd","plastic","Wed","Redwood City","CA","37.48572775","-122.2290447",2020-02-12,2020-02-12 19:46:21,1
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA","37.48572825","-122.2290312",2020-02-12,2020-02-12 19:46:19,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48648763","-122.2293624",2020-02-12,2020-02-12 19:42:28,1
1,"Broadway St","food","Wed","Redwood City","CA","37.48656395","-122.2294494",2020-02-12,2020-02-12 19:42:05,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48649234","-122.2295348",2020-02-12,2020-02-12 19:41:20,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48650697","-122.2295532",2020-02-12,2020-02-12 19:41:14,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48645603","-122.2295706",2020-02-12,2020-02-12 19:40:51,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865409","-122.2296228",2020-02-12,2020-02-12 19:40:38,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48651576","-122.2296481",2020-02-12,2020-02-12 19:40:35,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865489","-122.2296563",2020-02-12,2020-02-12 19:40:30,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48649535","-122.2296807",2020-02-12,2020-02-12 19:40:13,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.486491","-122.2297074",2020-02-12,2020-02-12 19:40:10,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48648675","-122.2297115",2020-02-12,2020-02-12 19:40:08,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48649396","-122.2297131",2020-02-12,2020-02-12 19:40:02,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48649464","-122.2297326",2020-02-12,2020-02-12 19:40:01,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48647949","-122.2297441",2020-02-12,2020-02-12 19:39:59,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48647013","-122.2297418",2020-02-12,2020-02-12 19:39:56,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48648399","-122.2297583",2020-02-12,2020-02-12 19:39:54,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48647831","-122.2298065",2020-02-12,2020-02-12 19:39:47,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48644747","-122.229843",2020-02-12,2020-02-12 19:39:12,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48645176","-122.2298578",2020-02-12,2020-02-12 19:39:11,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48642212","-122.2298934",2020-02-12,2020-02-12 19:38:50,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48641478","-122.2299214",2020-02-12,2020-02-12 19:38:43,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48636795","-122.229999",2020-02-12,2020-02-12 19:38:31,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.4863486","-122.2299653",2020-02-12,2020-02-12 19:38:28,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48636726","-122.2300007",2020-02-12,2020-02-12 19:38:19,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48637197","-122.2300068",2020-02-12,2020-02-12 19:38:15,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48639819","-122.2300282",2020-02-12,2020-02-12 19:38:12,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48642036","-122.2300021",2020-02-12,2020-02-12 19:38:05,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.4864163","-122.2299584",2020-02-12,2020-02-12 19:37:48,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48641764","-122.2299673",2020-02-12,2020-02-12 19:37:45,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4864338","-122.2299623",2020-02-12,2020-02-12 19:37:42,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48651721","-122.2297966",2020-02-12,2020-02-12 19:37:21,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48652616","-122.2298059",2020-02-12,2020-02-12 19:37:18,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48651843","-122.229833",2020-02-12,2020-02-12 19:34:30,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48662815","-122.22992",2020-02-12,2020-02-12 19:34:09,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48663095","-122.2298427",2020-02-12,2020-02-12 19:34:00,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48666062","-122.2297701",2020-02-12,2020-02-12 19:33:22,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.4866508","-122.2297964",2020-02-12,2020-02-12 19:33:19,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48665228","-122.229808",2020-02-12,2020-02-12 19:33:17,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48664785","-122.2298136",2020-02-12,2020-02-12 19:33:15,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4866543","-122.2298124",2020-02-12,2020-02-12 19:33:13,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48666475","-122.229827",2020-02-12,2020-02-12 19:33:10,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48663604","-122.2298415",2020-02-12,2020-02-12 19:32:43,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48655871","-122.2298801",2020-02-12,2020-02-12 19:32:22,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48655438","-122.2298705",2020-02-12,2020-02-12 19:32:08,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48649874","-122.2300222",2020-02-12,2020-02-12 19:31:39,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48650288","-122.2300161",2020-02-12,2020-02-12 19:31:37,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48650081","-122.2299867",2020-02-12,2020-02-12 19:31:34,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48650982","-122.2299338",2020-02-12,2020-02-12 19:31:21,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48653309","-122.2299516",2020-02-12,2020-02-12 19:31:17,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48656152","-122.230002",2020-02-12,2020-02-12 19:31:04,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865664","-122.2300014",2020-02-12,2020-02-12 19:31:02,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48662494","-122.2299685",2020-02-12,2020-02-12 19:30:50,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48662602","-122.2299511",2020-02-12,2020-02-12 19:30:47,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.4865774","-122.2300102",2020-02-12,2020-02-12 19:30:39,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48659455","-122.230008",2020-02-12,2020-02-12 19:30:35,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48674314","-122.2300225",2020-02-12,2020-02-12 19:30:18,1
1,"Broadway St","food","Wed","Redwood City","CA","37.48670818","-122.2300607",2020-02-12,2020-02-12 19:30:07,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48669973","-122.230026",2020-02-12,2020-02-12 19:30:01,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.4866735","-122.2298815",2020-02-12,2020-02-12 19:29:50,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48674197","-122.2298935",2020-02-12,2020-02-12 19:29:38,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48674793","-122.2298843",2020-02-12,2020-02-12 19:29:33,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48675724","-122.2299094",2020-02-12,2020-02-12 19:29:29,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48676726","-122.2298814",2020-02-12,2020-02-12 19:29:23,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48675924","-122.2299175",2020-02-12,2020-02-12 19:29:20,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48681642","-122.229948",2020-02-12,2020-02-12 19:28:54,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48681208","-122.2299335",2020-02-12,2020-02-12 19:28:51,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48681512","-122.2299471",2020-02-12,2020-02-12 19:28:47,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48678143","-122.2299375",2020-02-12,2020-02-12 19:28:44,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48678283","-122.2299457",2020-02-12,2020-02-12 19:28:40,1
1,"Broadway St","unknown","Wed","Redwood City","CA","37.48677214","-122.2299175",2020-02-12,2020-02-12 19:28:38,1
1,"Broadway St","paper","Wed","Redwood City","CA","37.48677027","-122.2299148",2020-02-12,2020-02-12 19:28:35,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48676101","-122.229898",2020-02-12,2020-02-12 19:28:32,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48675511","-122.2298986",2020-02-12,2020-02-12 19:28:29,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.4867505","-122.229897",2020-02-12,2020-02-12 19:28:28,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48677265","-122.2298815",2020-02-12,2020-02-12 19:28:26,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48677832","-122.2298704",2020-02-12,2020-02-12 19:28:25,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48676323","-122.2298676",2020-02-12,2020-02-12 19:28:23,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48674695","-122.2298697",2020-02-12,2020-02-12 19:28:19,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48674675","-122.2298535",2020-02-12,2020-02-12 19:28:16,1
1,"Broadway St","plastic","Wed","Redwood City","CA","37.48673822","-122.2298543",2020-02-12,2020-02-12 19:28:14,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48672786","-122.2298081",2020-02-12,2020-02-12 19:28:11,1
1,"Broadway St","tobacco","Wed","Redwood City","CA","37.48672978","-122.2296395",2020-02-12,2020-02-12 19:27:58,1
