"itemsTagged","street","rubbishType","day","city","state","lat","long","date","time","is_litter","cent_id","obj_id","closest_cent","cent_type","distance"
1,"Broadway St","paper","Wed","Redwood City","CA",37.4864672,-122.2299681,"2020-02-12","2020-02-12 20:19:11",1,-1,1,30,"trashCan",11.4609363990416
1,"Broadway St","paper","Wed","Redwood City","CA",37.48647553,-122.2299664,"2020-02-12","2020-02-12 20:19:08",1,-1,2,30,"trashCan",10.7391080114168
1,"Broadway St","paper","Wed","Redwood City","CA",37.48646903,-122.2299548,"2020-02-12","2020-02-12 20:18:31",1,-1,3,30,"trashCan",11.9039269645789
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48648243,-122.2299171,"2020-02-12","2020-02-12 20:18:23",1,-1,4,30,"trashCan",13.056723683125
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48648904,-122.2299383,"2020-02-12","2020-02-12 20:18:05",1,-1,5,30,"trashCan",11.164179600565
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48657988,-122.2300349,"2020-02-12","2020-02-12 20:17:25",1,-1,6,30,"trashCan",2.49527659693656
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48656312,-122.230006,"2020-02-12","2020-02-12 20:17:13",1,-1,7,30,"trashCan",2.25847274365536
1,"Broadway St","paper","Wed","Redwood City","CA",37.48662104,-122.2298522,"2020-02-12","2020-02-12 20:16:29",1,-1,8,30,"trashCan",17.2749742082468
1,"Broadway St","paper","Wed","Redwood City","CA",37.4866289,-122.2300336,"2020-02-12","2020-02-12 20:15:18",1,-1,9,29,"recyclingCan",6.26454930263428
1,"Broadway St","paper","Wed","Redwood City","CA",37.48667046,-122.2300468,"2020-02-12","2020-02-12 20:15:15",1,-1,10,29,"recyclingCan",10.8940794657495
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48673719,-122.2300771,"2020-02-12","2020-02-12 20:15:03",1,-1,11,27,"trashCan",14.8299775246987
1,"Broadway St","paper","Wed","Redwood City","CA",37.48667849,-122.2301823,"2020-02-12","2020-02-12 20:14:11",1,-1,12,29,"recyclingCan",17.3585491088363
1,"Hamilton St","unknown","Wed","Redwood City","CA",37.48667866,-122.2301414,"2020-02-12","2020-02-12 20:14:08",1,-1,13,30,"trashCan",16.6245253533482
1,"Hamilton St","tobacco","Wed","Redwood City","CA",37.48665727,-122.2301273,"2020-02-12","2020-02-12 20:14:01",1,-1,14,30,"trashCan",13.9772316674997
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48665636,-122.2301826,"2020-02-12","2020-02-12 20:13:55",1,-1,15,30,"trashCan",17.3411318426265
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48667323,-122.2302276,"2020-02-12","2020-02-12 20:13:48",1,-1,16,34,"trashCan",21.6002730364058
1,"Broadway St","paper","Wed","Redwood City","CA",37.48668368,-122.2302033,"2020-02-12","2020-02-12 20:13:45",1,-1,17,29,"recyclingCan",19.133289444556
1,"Hamilton St","plastic","Wed","Redwood City","CA",37.48673906,-122.2301705,"2020-02-12","2020-02-12 20:13:38",1,-1,18,26,"recyclingCan",15.1258788977662
1,"Hamilton St","paper","Wed","Redwood City","CA",37.48674883,-122.2301574,"2020-02-12","2020-02-12 20:13:34",1,-1,19,26,"recyclingCan",13.6450018854106
1,"Hamilton St","plastic","Wed","Redwood City","CA",37.48675219,-122.2301294,"2020-02-12","2020-02-12 20:13:31",1,-1,20,26,"recyclingCan",12.4499385860264
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48676522,-122.2301147,"2020-02-12","2020-02-12 20:13:27",1,-1,21,26,"recyclingCan",10.7530206163446
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48677491,-122.2301186,"2020-02-12","2020-02-12 20:13:25",1,-1,22,26,"recyclingCan",9.77084371929156
1,"Broadway St","paper","Wed","Redwood City","CA",37.48681092,-122.2300608,"2020-02-12","2020-02-12 20:13:19",1,-1,23,26,"recyclingCan",6.20089071828248
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48682549,-122.2300484,"2020-02-12","2020-02-12 20:13:13",1,-1,24,26,"recyclingCan",5.54077882882143
1,"Broadway St","paper","Wed","Redwood City","CA",37.48688871,-122.2300548,"2020-02-12","2020-02-12 20:13:00",1,-1,25,27,"trashCan",3.15901039214162
1,"Broadway St","paper","Wed","Redwood City","CA",37.48691144,-122.2300708,"2020-02-12","2020-02-12 20:12:58",1,-1,26,27,"trashCan",4.63416452874732
1,"Broadway St","paper","Wed","Redwood City","CA",37.48695092,-122.2300745,"2020-02-12","2020-02-12 20:12:55",1,-1,27,27,"trashCan",8.92700322570311
1,"Broadway St","paper","Wed","Redwood City","CA",37.48700955,-122.2300554,"2020-02-12","2020-02-12 20:12:46",1,-1,28,27,"trashCan",15.5913946212921
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48702288,-122.2300858,"2020-02-12","2020-02-12 20:12:41",1,-1,29,27,"trashCan",16.8880524339156
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48702908,-122.2300878,"2020-02-12","2020-02-12 20:12:38",1,-1,30,27,"trashCan",17.5798985994267
1,"Broadway St","paper","Wed","Redwood City","CA",37.48712943,-122.230153,"2020-02-12","2020-02-12 20:12:27",1,-1,31,28,"trashCan",12.9666477518789
1,"Hamilton St","paper","Wed","Redwood City","CA",37.48715069,-122.2301673,"2020-02-12","2020-02-12 20:12:24",1,-1,32,28,"trashCan",10.5578452341287
1,"Broadway St","paper","Wed","Redwood City","CA",37.48719895,-122.2300899,"2020-02-12","2020-02-12 20:12:15",1,-1,33,28,"trashCan",15.7117055621604
1,"Hamilton St","paper","Wed","Redwood City","CA",37.48722671,-122.2301092,"2020-02-12","2020-02-12 20:12:10",1,-1,34,28,"trashCan",14.2577501762754
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48735199,-122.2301051,"2020-02-12","2020-02-12 20:11:57",1,-1,35,25,"trashCan",4.24816283956776
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48709839,-122.2291258,"2020-02-12","2020-02-12 20:10:26",1,-1,36,22,"recyclingCan",25.6378681512317
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48714088,-122.2291133,"2020-02-12","2020-02-12 20:10:24",1,-1,37,22,"recyclingCan",30.3312030089583
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48720729,-122.2291599,"2020-02-12","2020-02-12 20:10:14",1,-1,38,22,"recyclingCan",35.7932558326944
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.4871915,-122.2291787,"2020-02-12","2020-02-12 20:10:14",1,-1,39,21,"trashCan",34.1770360983098
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48720231,-122.2291554,"2020-02-12","2020-02-12 20:10:10",1,-1,40,22,"recyclingCan",35.3673425131757
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48705541,-122.2291998,"2020-02-12","2020-02-12 20:10:09",1,-1,41,22,"recyclingCan",18.6257018102355
1,"Broadway St","paper","Wed","Redwood City","CA",37.48703959,-122.2291857,"2020-02-12","2020-02-12 20:10:06",1,-1,42,22,"recyclingCan",17.4319228116495
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48699393,-122.229165,"2020-02-12","2020-02-12 20:09:32",1,-1,43,21,"trashCan",13.9164443994333
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48697617,-122.2291741,"2020-02-12","2020-02-12 20:09:25",1,-1,44,21,"trashCan",11.8334971999276
1,"Broadway St","paper","Wed","Redwood City","CA",37.48697483,-122.2291752,"2020-02-12","2020-02-12 20:09:23",1,-1,45,21,"trashCan",11.6558914719876
1,"Broadway St","paper","Wed","Redwood City","CA",37.48696481,-122.2292023,"2020-02-12","2020-02-12 20:09:22",1,-1,46,21,"trashCan",9.45734477710283
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48695402,-122.2292122,"2020-02-12","2020-02-12 20:09:20",1,-1,47,22,"recyclingCan",7.98059528041537
1,"Broadway St","paper","Wed","Redwood City","CA",37.48692331,-122.2292184,"2020-02-12","2020-02-12 20:09:10",1,-1,48,21,"trashCan",4.78436851425654
1,"Broadway St","paper","Wed","Redwood City","CA",37.4869103,-122.2292445,"2020-02-12","2020-02-12 20:09:04",1,-1,49,21,"trashCan",2.43392129371144
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48686384,-122.2292187,"2020-02-12","2020-02-12 20:08:46",1,-1,50,21,"trashCan",4.00974193369591
1,"Broadway St","paper","Wed","Redwood City","CA",37.48685786,-122.229213,"2020-02-12","2020-02-12 20:08:43",1,-1,51,21,"trashCan",4.83546580600809
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48684436,-122.2292059,"2020-02-12","2020-02-12 20:08:40",1,-1,52,21,"trashCan",6.37421482511348
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48677107,-122.2291999,"2020-02-12","2020-02-12 20:08:30",1,-1,53,21,"trashCan",13.8558678255121
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48677557,-122.2291862,"2020-02-12","2020-02-12 20:08:27",1,-1,54,21,"trashCan",13.842677497875
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48677728,-122.2291713,"2020-02-12","2020-02-12 20:08:24",1,-1,55,21,"trashCan",14.2745674123547
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48677899,-122.2291562,"2020-02-12","2020-02-12 20:08:22",1,-1,56,21,"trashCan",14.8239272959985
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48675531,-122.2291415,"2020-02-12","2020-02-12 20:08:16",1,-1,57,8,"trashCan",15.771259728122
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48673707,-122.2291852,"2020-02-12","2020-02-12 20:08:09",1,-1,58,20,"trashCan",14.0623166661117
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48670657,-122.2291892,"2020-02-12","2020-02-12 20:08:02",1,-1,59,20,"trashCan",11.0386435166774
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48669998,-122.2291718,"2020-02-12","2020-02-12 20:07:59",1,-1,60,8,"trashCan",10.4090120309267
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48669657,-122.2291464,"2020-02-12","2020-02-12 20:07:54",1,-1,61,8,"trashCan",9.37333095069665
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48664258,-122.229205,"2020-02-12","2020-02-12 20:07:43",1,-1,62,20,"trashCan",5.53047433847922
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48664157,-122.2292116,"2020-02-12","2020-02-12 20:07:39",1,-1,63,20,"trashCan",4.94112389052162
1,"Broadway St","plastic","Wed","Redwood City","CA",37.4866388,-122.2292098,"2020-02-12","2020-02-12 20:07:37",1,-1,64,20,"trashCan",5.00469079457887
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48664209,-122.2292087,"2020-02-12","2020-02-12 20:07:36",1,-1,65,20,"trashCan",5.20261156164416
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48658284,-122.2292053,"2020-02-12","2020-02-12 20:07:23",1,-1,66,24,"trashCan",5.03615085108108
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48658384,-122.2292031,"2020-02-12","2020-02-12 20:07:21",1,-1,67,24,"trashCan",4.81548343200776
1,"Broadway St","paper","Wed","Redwood City","CA",37.48658658,-122.2292162,"2020-02-12","2020-02-12 20:07:19",1,-1,68,24,"trashCan",5.84424644195301
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48657749,-122.2291936,"2020-02-12","2020-02-12 20:07:16",1,-1,69,24,"trashCan",4.36373309797891
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.4865386,-122.2291343,"2020-02-12","2020-02-12 20:07:07",1,-1,70,23,"recyclingCan",6.05296916777503
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.4865292,-122.2290962,"2020-02-12","2020-02-12 20:07:00",1,-1,71,24,"trashCan",9.1177234706281
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48654506,-122.2290765,"2020-02-12","2020-02-12 20:06:58",1,-1,72,8,"trashCan",8.76880520461401
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48653386,-122.2289367,"2020-02-12","2020-02-12 20:06:39",1,-1,73,8,"trashCan",18.9001600916462
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48653871,-122.2289508,"2020-02-12","2020-02-12 20:06:34",1,-1,74,8,"trashCan",17.546726905258
1,"Broadway St","unknown","Wed","Redwood City","CA",37.4865415,-122.2289934,"2020-02-12","2020-02-12 20:06:29",1,-1,75,8,"trashCan",14.1654633044003
1,"Broadway St","paper","Wed","Redwood City","CA",37.48654986,-122.229024,"2020-02-12","2020-02-12 20:06:25",1,-1,76,9,"recyclingCan",7.88349648741708
1,"Broadway St","paper","Wed","Redwood City","CA",37.4865315,-122.2290105,"2020-02-12","2020-02-12 20:06:22",1,-1,77,9,"recyclingCan",10.2411787091194
1,"Broadway St","paper","Wed","Redwood City","CA",37.48651495,-122.2290464,"2020-02-12","2020-02-12 20:06:19",1,-1,78,9,"recyclingCan",10.6797997060528
1,"Broadway St","paper","Wed","Redwood City","CA",37.48652759,-122.2290659,"2020-02-12","2020-02-12 20:06:14",1,-1,79,9,"recyclingCan",9.02134632349523
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48651632,-122.2289974,"2020-02-12","2020-02-12 20:06:13",1,-1,80,8,"trashCan",15.6582225789222
1,"Broadway St","paper","Wed","Redwood City","CA",37.4865059,-122.2289503,"2020-02-12","2020-02-12 20:06:05",1,-1,81,9,"recyclingCan",15.8059742992446
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48651132,-122.2289127,"2020-02-12","2020-02-12 20:05:53",1,-1,82,8,"trashCan",21.9820843931366
1,"Broadway St","paper","Wed","Redwood City","CA",37.48650121,-122.2289246,"2020-02-12","2020-02-12 20:05:44",1,-1,83,9,"recyclingCan",17.8018686713937
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48651692,-122.2288323,"2020-02-12","2020-02-12 20:05:36",1,-1,84,8,"trashCan",28.0632783831462
1,"Broadway St","paper","Wed","Redwood City","CA",37.48650089,-122.2288664,"2020-02-12","2020-02-12 20:05:31",1,-1,85,9,"recyclingCan",21.9171965996753
1,"Broadway St","paper","Wed","Redwood City","CA",37.48648842,-122.2288799,"2020-02-12","2020-02-12 20:05:29",1,-1,86,9,"recyclingCan",21.747029059732
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48651072,-122.2289485,"2020-02-12","2020-02-12 20:05:25",1,-1,87,8,"trashCan",19.3812881546101
1,"Broadway St","paper","Wed","Redwood City","CA",37.48653333,-122.2288688,"2020-02-12","2020-02-12 20:05:09",1,-1,88,9,"recyclingCan",19.9870930409225
1,"Broadway St","paper","Wed","Redwood City","CA",37.48652958,-122.2288691,"2020-02-12","2020-02-12 20:05:07",1,-1,89,9,"recyclingCan",20.1407327296226
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48652376,-122.2287805,"2020-02-12","2020-02-12 20:05:02",1,-1,90,8,"trashCan",32.0982885065658
1,"Broadway St","paper","Wed","Redwood City","CA",37.48649531,-122.2287067,"2020-02-12","2020-02-12 20:04:46",1,-1,91,9,"recyclingCan",34.8416760298773
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48649891,-122.2285341,"2020-02-12","2020-02-12 20:04:32",1,-1,92,8,"trashCan",53.8272139255933
1,"Broadway St","paper","Wed","Redwood City","CA",37.48648863,-122.2285346,"2020-02-12","2020-02-12 20:04:24",1,-1,93,9,"recyclingCan",49.5374079872135
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48647755,-122.2286459,"2020-02-12","2020-02-12 20:04:11",1,-1,94,9,"recyclingCan",40.5680172328583
1,"Broadway St","paper","Wed","Redwood City","CA",37.48649822,-122.2286438,"2020-02-12","2020-02-12 20:04:07",1,-1,95,9,"recyclingCan",39.9798526860731
1,"Broadway St","paper","Wed","Redwood City","CA",37.48650303,-122.228656,"2020-02-12","2020-02-12 20:04:05",1,-1,96,9,"recyclingCan",38.7895900185743
1,"Broadway St","paper","Wed","Redwood City","CA",37.48650378,-122.2286693,"2020-02-12","2020-02-12 20:04:02",1,-1,97,9,"recyclingCan",37.644142617796
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48650032,-122.2288014,"2020-02-12","2020-02-12 20:03:49",1,-1,98,8,"trashCan",31.3002934147026
1,"Broadway St","paper","Wed","Redwood City","CA",37.4865013,-122.228801,"2020-02-12","2020-02-12 20:03:42",1,-1,99,9,"recyclingCan",26.930107247805
1,"Broadway St","paper","Wed","Redwood City","CA",37.48652764,-122.2289316,"2020-02-12","2020-02-12 20:03:23",1,-1,100,9,"recyclingCan",15.4787475428081
1,"Broadway St","paper","Wed","Redwood City","CA",37.48650832,-122.2290652,"2020-02-12","2020-02-12 20:03:02",1,-1,101,9,"recyclingCan",11.1586609772862
1,"Broadway St","paper","Wed","Redwood City","CA",37.48651313,-122.2288512,"2020-02-12","2020-02-12 20:02:43",1,-1,102,9,"recyclingCan",22.3812728739806
1,"Broadway St","paper","Wed","Redwood City","CA",37.48652194,-122.2288288,"2020-02-12","2020-02-12 20:02:40",1,-1,103,9,"recyclingCan",23.7315652812403
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48651463,-122.2288149,"2020-02-12","2020-02-12 20:02:39",1,-1,104,9,"recyclingCan",25.1854138780751
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48649157,-122.2287124,"2020-02-12","2020-02-12 20:02:31",1,-1,105,9,"recyclingCan",34.52604025344
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48653447,-122.2285915,"2020-02-12","2020-02-12 20:02:20",1,-1,106,9,"recyclingCan",43.4677105230086
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48651652,-122.2285371,"2020-02-12","2020-02-12 20:02:17",1,-1,107,9,"recyclingCan",48.5803100883652
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48652846,-122.2284149,"2020-02-12","2020-02-12 20:02:05",1,-1,108,8,"trashCan",63.5471894323125
1,"Broadway St","paper","Wed","Redwood City","CA",37.48651831,-122.2283171,"2020-02-12","2020-02-12 20:01:49",1,-1,109,9,"recyclingCan",67.696028876477
1,"Broadway St","paper","Wed","Redwood City","CA",37.48651831,-122.2283171,"2020-02-12","2020-02-12 20:01:48",1,-1,110,9,"recyclingCan",67.696028876477
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48652665,-122.2283094,"2020-02-12","2020-02-12 20:01:44",1,-1,111,8,"trashCan",72.8132404607851
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48655591,-122.2282792,"2020-02-12","2020-02-12 20:01:37",1,-1,112,8,"trashCan",75.114192338798
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48653328,-122.2283507,"2020-02-12","2020-02-12 20:01:18",1,-1,113,8,"trashCan",69.0956699656567
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48654257,-122.2283437,"2020-02-12","2020-02-12 20:01:14",1,-1,114,8,"trashCan",69.5849510200342
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48655081,-122.228346,"2020-02-12","2020-02-12 20:01:11",1,-1,115,8,"trashCan",69.2846220629486
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48654639,-122.2283758,"2020-02-12","2020-02-12 20:01:06",1,-1,116,8,"trashCan",66.7162731069605
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48654784,-122.2283468,"2020-02-12","2020-02-12 20:01:03",1,-1,117,8,"trashCan",69.2482977345034
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48653897,-122.2284723,"2020-02-12","2020-02-12 20:00:51",1,-1,118,8,"trashCan",58.3548574285819
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48639313,-122.2289315,"2020-02-12","2020-02-12 19:59:30",1,-1,119,16,"trashCan",26.079043910419
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA",37.48638118,-122.2290776,"2020-02-12","2020-02-12 19:59:16",1,-1,120,16,"trashCan",13.7569888806072
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48645836,-122.2290849,"2020-02-12","2020-02-12 19:58:34",1,-1,121,24,"trashCan",16.6286112616104
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA",37.48703957,-122.2291798,"2020-02-12","2020-02-12 19:52:22",1,-1,122,21,"trashCan",17.8614320305457
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48654851,-122.2295687,"2020-02-12","2020-02-12 19:52:21",1,-1,123,58,"trashCan",11.6118712528189
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48703957,-122.2291798,"2020-02-12","2020-02-12 19:52:05",1,-1,124,22,"recyclingCan",17.6473653140456
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48651172,-122.2294713,"2020-02-12","2020-02-12 19:52:04",1,-1,125,59,"trashCan",8.1625084949001
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48651507,-122.2293602,"2020-02-12","2020-02-12 19:51:52",1,-1,126,18,"trashCan",9.60185276748942
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.4865767,-122.2292613,"2020-02-12","2020-02-12 19:51:34",1,-1,127,18,"trashCan",3.37430739689662
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48718245,-122.2292209,"2020-02-12","2020-02-12 19:51:27",1,-1,128,22,"recyclingCan",32.0414477898139
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48660288,-122.2292024,"2020-02-12","2020-02-12 19:51:26",1,-1,129,24,"trashCan",4.50291032534387
1,"Broadway St","paper","Wed","Redwood City","CA",37.48703399,-122.2292226,"2020-02-12","2020-02-12 19:50:42",1,-1,130,22,"recyclingCan",15.7823809566446
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48720486,-122.2292155,"2020-02-12","2020-02-12 19:50:12",1,-1,131,22,"recyclingCan",34.5688993430849
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA",37.48703957,-122.2291798,"2020-02-12","2020-02-12 19:49:41",1,-1,132,21,"trashCan",17.8614320305457
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48674637,-122.229148,"2020-02-12","2020-02-12 19:49:10",1,-1,133,8,"trashCan",14.8497596172797
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48657444,-122.2291857,"2020-02-12","2020-02-12 19:48:44",1,-1,134,24,"trashCan",4.00608662200344
1,"Broadway St","paper","Wed","Redwood City","CA",37.48655811,-122.2292202,"2020-02-12","2020-02-12 19:48:37",1,-1,135,18,"trashCan",7.51209503727459
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48646303,-122.2292368,"2020-02-12","2020-02-12 19:48:18",1,-1,136,18,"trashCan",14.6527741336856
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA",37.48608988,-122.2292157,"2020-02-12","2020-02-12 19:47:40",1,-1,137,15,"trashCan",4.72553783691098
1,"Middlefield Rd","food","Wed","Redwood City","CA",37.48593717,-122.2292746,"2020-02-12","2020-02-12 19:47:25",1,-1,138,13,"trashCan",11.1910180557767
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48589438,-122.2292474,"2020-02-12","2020-02-12 19:47:14",1,-1,139,13,"trashCan",13.6462017237974
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48585503,-122.2292507,"2020-02-12","2020-02-12 19:47:06",1,-1,140,13,"trashCan",17.7937804946827
1,"Middlefield Rd","paper","Wed","Redwood City","CA",37.48582121,-122.2292218,"2020-02-12","2020-02-12 19:47:00",1,-1,141,13,"trashCan",20.7731619501675
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.4857834,-122.22923,"2020-02-12","2020-02-12 19:46:52",1,-1,142,10,"trashCan",20.3507617175569
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48577879,-122.2292117,"2020-02-12","2020-02-12 19:46:51",1,-1,143,10,"trashCan",18.6541711028929
1,"Middlefield Rd","unknown","Wed","Redwood City","CA",37.48577136,-122.2291813,"2020-02-12","2020-02-12 19:46:34",1,-1,144,10,"trashCan",15.8428989712441
1,"Middlefield Rd","plastic","Wed","Redwood City","CA",37.48572775,-122.2290447,"2020-02-12","2020-02-12 19:46:21",1,-1,145,10,"trashCan",3.25483760541884
1,"Middlefield Rd","tobacco","Wed","Redwood City","CA",37.48572825,-122.2290312,"2020-02-12","2020-02-12 19:46:19",1,-1,146,10,"trashCan",2.08044775942775
1,"Broadway St","paper","Wed","Redwood City","CA",37.48648763,-122.2293624,"2020-02-12","2020-02-12 19:42:28",1,-1,147,59,"trashCan",10.9002192205824
1,"Broadway St","food","Wed","Redwood City","CA",37.48656395,-122.2294494,"2020-02-12","2020-02-12 19:42:05",1,-1,148,18,"trashCan",13.6341439561712
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48649234,-122.2295348,"2020-02-12","2020-02-12 19:41:20",1,-1,149,58,"trashCan",4.82942408792698
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48650697,-122.2295532,"2020-02-12","2020-02-12 19:41:14",1,-1,150,58,"trashCan",6.80635280237079
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48645603,-122.2295706,"2020-02-12","2020-02-12 19:40:51",1,-1,151,69,"trashCan",3.66192789894429
1,"Broadway St","paper","Wed","Redwood City","CA",37.4865409,-122.2296228,"2020-02-12","2020-02-12 19:40:38",1,-1,152,70,"trashCan",11.7090888831844
1,"Broadway St","paper","Wed","Redwood City","CA",37.48651576,-122.2296481,"2020-02-12","2020-02-12 19:40:35",1,-1,153,70,"trashCan",8.47769794817514
1,"Broadway St","paper","Wed","Redwood City","CA",37.4865489,-122.2296563,"2020-02-12","2020-02-12 19:40:30",1,-1,154,70,"trashCan",12.0729935112692
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48649535,-122.2296807,"2020-02-12","2020-02-12 19:40:13",1,-1,155,70,"trashCan",6.32806404101815
1,"Broadway St","plastic","Wed","Redwood City","CA",37.486491,-122.2297074,"2020-02-12","2020-02-12 19:40:10",1,-1,156,70,"trashCan",6.89857006371737
1,"Broadway St","paper","Wed","Redwood City","CA",37.48648675,-122.2297115,"2020-02-12","2020-02-12 19:40:08",1,-1,157,70,"trashCan",6.74646021783018
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48649396,-122.2297131,"2020-02-12","2020-02-12 19:40:02",1,-1,158,70,"trashCan",7.46104887996948
1,"Broadway St","paper","Wed","Redwood City","CA",37.48649464,-122.2297326,"2020-02-12","2020-02-12 19:40:01",1,-1,159,70,"trashCan",8.66103559722795
1,"Broadway St","paper","Wed","Redwood City","CA",37.48647949,-122.2297441,"2020-02-12","2020-02-12 19:39:59",1,-1,160,70,"trashCan",8.43780942775134
1,"Broadway St","paper","Wed","Redwood City","CA",37.48647013,-122.2297418,"2020-02-12","2020-02-12 19:39:56",1,-1,161,70,"trashCan",7.76688127623686
1,"Broadway St","unknown","Wed","Redwood City","CA",37.48648399,-122.2297583,"2020-02-12","2020-02-12 19:39:54",1,-1,162,70,"trashCan",9.77367343198974
1,"Broadway St","plastic","Wed","Redwood City","CA",37.48647831,-122.2298065,"2020-02-12","2020-02-12 19:39:47",1,-1,163,75,"trashCan",11.269887902693
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48644747,-122.229843,"2020-02-12","2020-02-12 19:39:12",1,-1,164,75,"trashCan",10.8528364912026
1,"Broadway St","tobacco","Wed","Redwood City","CA",37.48645176,-122.2298578,"2020-02-12","2020-02-12 19:39:11",1,-1,165,75,"trashCan",12.1973398352644
1,"Broadway St","paper","Wed","Redwood City","CA",37.48642212,-122.2298934,"2020-02-12","2020-02-12 19:38:50",1,-1,166,75,"trashCan",13.7052922507663
